﻿id,authors,title,year,source,publisher,articleurl,citesurl,abstract,fulltexturl,relatedurl,String Search,v1_decision,v1_reason,v2_decision,v2_reason
102,"P Straubinger, Mà Kreis, S Lukasczyk",Mutation testing via iterative large language model-driven scientific debugging,2025, on Software Testing ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10962485/,"https://scholar.google.com/scholar?cites=2332004138139485912&as_sdt=2005&sciodt=0,5&hl=en", introduce an LLM-based test generation approach for Python using  We empirically evaluate LLM-based test generation on a  LLMbased approach used for automated test generation ,https://arxiv.org/pdf/2503.08182,"https://scholar.google.com/scholar?q=related:2IaLfGjxXCAJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-I: Không c thông tin và? việc sử dụng GPT-4 ho?c GPT-4o trong abstract và snippet được cung cấp, không dp ?ng yêu cầu bắt buộc và? mà hnh.",,
103,"K Almohsen, F Albalooshi",Exploring the Use of GenAI in Automating Software Testing,2025,2025 IEEE 4th ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11139839/,"https://scholar.google.com/scholar?cites=15250080692950138470&as_sdt=2005&sciodt=0,5&hl=en", ChatGPT as the LLM for unit test generation for python programs. The conducted experiments in this research compared chatGPT  statistical difference between chatGPT and pynguin. ,,"https://scholar.google.com/scholar?q=related:Zv5Vg5cro9MJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"EC-S: S? trang là 0, dưới 4 trang, c th? là extended abstract ho?c poster, không dp ?ng tiêu chí bi bo đầy đủ.",,
104,"C Barathidass, K Namburu",Rapid End-to-End Test Generation and Hallucination Mitigation using Generative Artificial Intelligence,2026,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11363193/,"https://scholar.google.com/scholar?cites=8260136347551724836&as_sdt=2005&sciodt=0,5&hl=en"," chains while standardizing large language model outputs through  quality assurance and test case generation by balancing  -solving, integrating Python-based tools such as LLM math, ",https://ieeexplore.ieee.org/iel8/6287639/6514899/11363193.pdf,"https://scholar.google.com/scholar?q=related:JPUceD7moXIJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
105,"N Li, Y Xu, J Luo, J Fang",AI-Driven Test Case Generation Based on DeepSeek-Chat Large-Language Model,2025,2025 5th International Symposium ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11065082/,"https://scholar.google.com/scholar?cites=1679460244125563446&as_sdt=2005&sciodt=0,5&hl=en"," test case generation technology based on the DeepSeek-Chat large model, aiming to streamline the process from requirements to automated test case generation  test case generation ",,"https://scholar.google.com/scholar?q=related:Nrp-oTGkThcJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-I: Bi bo sử dụng DeepSeek-Chat, không phải GPT-4 ho?c GPT-4o. IC-E: Không c số liệu thực nghiệm cụ thể và? Branch Coverage ho?c Mutation Score.",,
106,"Z Yang, R Huang, C Cui, N Niu, D Towey",Requirements-based test generation: A comprehensive survey,2025,ACM Transactions on ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3771727,"https://scholar.google.com/scholar?cites=13407804631622031498&as_sdt=2005&sciodt=0,5&hl=en"," , test-case generation may represent the most intellectually demanding process. Manual test-case generation  : direct test-case generation and test-case generation through intermediate ",https://dl.acm.org/doi/pdf/10.1145/3771727,"https://scholar.google.com/scholar?q=related:ihirXUYXEroJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
107,"Z Yang, Z Kuang, X Xia, Y Zhao",Can LLMs Generate High-Quality Test Cases for Algorithm Problems? TestCase-Eval: A Systematic Evaluation of Fault Coverage and Exposure,2025, of the 63rd Annual Meeting of ,aclanthology.org,https://aclanthology.org/2025.acl-short.82/,"https://scholar.google.com/scholar?cites=3364834433383303067&as_sdt=2005&sciodt=0,5&hl=en"," evaluation of LLMs in test-case generation. TestCase-Eval  Prior works on LLM-based test-case generation follows two  ming languages: C++, Python, and Java. We begin by crawling ",https://aclanthology.org/2025.acl-short.82.pdf,"https://scholar.google.com/scholar?q=related:m4fQ6RZLsi4J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,UNSURE,IC-I: Không th? xác nhận t? abstract và snippet li?u GPT-4 ho?c GPT-4o c được dnh gi riêng biệt và?i số liệu cụ thể hay không. C?n ki?mà tra toàn văn d? xác nhận.,Include,"Đọc full-text, xác nhận đủ IC"
108,"F Molina, A Gorla, Mà d'Amorim",Test Oracle Automation in the era of LLMs,2025,ACM Transactions on Software ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3715107,"https://scholar.google.com/scholar?cites=13472812778075930512&as_sdt=2005&sciodt=0,5&hl=en"," LLMs for unit test generation, found that generating tests with GPT-4 using  by ChatGPT-3.5. With the prompt Complete the following Java test with test assertions: + test-code, ChatGPT-",https://dl.acm.org/doi/pdf/10.1145/3715107,"https://scholar.google.com/scholar?q=related:kD-P8tYL-boJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
109,"Mà Harman, J Ritchey, I Harper, S Sengupta",Mutation-guided llm-based test generation at meta,2025,Proceedings of the 33rd ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3696630.3728544,"https://scholar.google.com/scholar?cites=10314299396902362920&as_sdt=2005&sciodt=0,5&hl=en", We believe this form of automated test generation is highly aligned with modern software development and deployment. It supports software engineers who must contend with many ,https://dl.acm.org/doi/pdf/10.1145/3696630.3728544,"https://scholar.google.com/scholar?q=related:KB9ka6fAI48J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
110,"N Djajadi, A Deljouyi, A Zaidman",Using large language models to generate concise and understandable test case summaries,2025,2025 IEEE/ACM 33rd ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11025920/,"https://scholar.google.com/scholar?cites=1385404362855007565&as_sdt=2005&sciodt=0,5&hl=en"," is essential, and automatic test case generation can be an  LLM-generated summaries, based on developers feedback.  students with at least one year of Java experience (see Table I), ",https://azaidman.github.io/publications/djajadiICPC2025.pdf,"https://scholar.google.com/scholar?q=related:TcU_hu3xORMJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-P: Bi bo tập trung vào tóm tắt test case (test case summarization), không phải sinh tự động unit test. IC-E: Không c số liệu thực nghiệm và? Branch Coverage ho?c Mutation Score.",,
111,"J Altmayer Pizzorno, ED Berger",Coverup: Effective high coverage test generation for python,2025,Proceedings of the ACM on Software ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3729398,"https://scholar.google.com/scholar?cites=9453066305056140904&as_sdt=2005&sciodt=0,5&hl=en", We also demonstrate that CoverUps performance stems not only from the LLM used but from the  An empirical study of automated unit test generation for Python. Empir. Softw. ,https://dl.acm.org/doi/pdf/10.1145/3729398,"https://scholar.google.com/scholar?q=related:aO4VT7gJMIMJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
112,SR Kosna,Prompt Driven Test Generation: Leveraging Large Language Models and Knowledge Graphs for Quality Assurance in Data Intensive Software System,2025,International Conference on Software Engineering and ,Springer,https://link.springer.com/chapter/10.1007/978-3-032-08649-5_17,"https://scholar.google.com/scholar?cites=127223954648381366&as_sdt=2005&sciodt=0,5&hl=en"," graphs to automate test case generation. PDTG uses  These approaches typically involve augmenting LLM prompts  Additionally, our evaluation focused on Java applications, ",,"https://scholar.google.com/scholar?q=related:tre8P4P9wwEJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-I: Abstract không đề cập đến GPT-4, không đảm bảo sử dụng GPT-4 ho?c GPT-4o.",,
113,"F Lin, DJ Kim, TH Chen",Soen-101: Code generation by emulating software process models using large language model agents,2025,2025 IEEE/ACM 47th International ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11029771/,"https://scholar.google.com/scholar?cites=11662782833888059956&as_sdt=2005&sciodt=0,5&hl=en"," Large Language Model (LLM) agents. We emulate three process models, FlowGen Waterfall , FlowGen TDD , and FlowGen Scrum , by assigning LLM  our underlying LLM and several ",https://arxiv.org/pdf/2403.15852,"https://scholar.google.com/scholar?q=related:NOJrAjKH2qEJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,IC-P: Tr?ng tìm c?t li không phải là sinh Unit Test tự động mà là code generation t?ng qut sử dụng LLM agents mà phầng quy trnh phần mà?mà.,,
114,"S Varpe, U Mittal, RK Bhatia",User Acceptance Test Case Generation Using LLMs,2025,2025 IEEE International ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11344173/,, Automation not only accelerates test case generation but  We evaluate various LLM agents and employ prompt  parsed using the PyPDF2 library of Python to extract all the text present in ,,"https://scholar.google.com/scholar?q=related:fx7hzqAKKYMJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-P, EC-O: Bi bo tập trung vào sinh test case cho User Acceptance Testing, không phải Unit Test tự động (Java/Python).",,
115,"B Otto, A Aidarkhan, Mà Ristin",Code and test generation for I4. 0 state machines with LLM-based diagram recognition,2025,2025 IEEE 21st ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11077624/,"https://scholar.google.com/scholar?cites=2781016982275631957&as_sdt=2005&sciodt=0,5&hl=en"," For example, the authors of [26] use a subset of the Python  is LLMagnostic, we also benefit from their future advancements. Finally, we evaluated code and unit test generation from the ",,"https://scholar.google.com/scholar?q=related:VSve_jUomCYJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,UNSURE,Không c full-text để xác minh IC-I (sử dụng GPT-4) và IC-E (số liệu Branch Coverage/Mutation Score).,Include,"Đọc full-text, xác nhận đủ IC"
116,"Và Alves, C Bezerra, I Machado, Là Rocha",Quality Assessment of Python Tests Generated by Large Language Models,2025,Proceedings of the 29th ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3756681.3756964,"https://scholar.google.com/scholar?cites=16755182731362667839&as_sdt=2005&sciodt=0,5&hl=en"," , we aim to uncover opportunities for improving LLM-based test generation and provide  enhancing the usability and reliability of automated test generation. As LLMs continue to advance",https://dl.acm.org/doi/pdf/10.1145/3756681.3756964,"https://scholar.google.com/scholar?q=related:P42h4etdhugJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
117,"C Yang, J Chen, B Lin, Z Wang, J Zhou",Advancing code coverage: Incorporating program analysis with large language models,2026,ACM Transactions on Software ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3748505,"https://scholar.google.com/scholar?cites=18443416564805980480&as_sdt=2005&sciodt=0,5&hl=en"," of state-of-the-art automated test generation tools for Python, namely Pynguin [40],  Java code coverage). Additionally, we modified the processing of the LLMs output to extract Java ",https://dl.acm.org/doi/pdf/10.1145/3748505,"https://scholar.google.com/scholar?q=related:QNHQ9aUt9P8J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,UNSURE,Không th? xác minh IC-I (sử dụng GPT-4) và IC-E (số liệu coverage cụ thể) t? đoạn trích đến.,Include,"Đọc full-text, xác nhận đủ IC"
118,K Qiu,Ever-Improving Test Suite by Leveraging Large Language Models,2025,Proceedings of the 33rd ACM International Conference ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3696630.3728614,," E-Test leverages a fine-tuned LLM to classify unit execution  Specifically, we built a dataset from Defects4J and four Java  Furthermore, a case study on test case generation reveals that ",https://dl.acm.org/doi/pdf/10.1145/3696630.3728614,"https://scholar.google.com/scholar?q=related:cfTum_KYkgsJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
119,"Z Ma, X Zhang, J Zhang, J Yu, S Luo",Dynamic scaling of unit tests for code reward modeling,2025,Proceedings of the 63rd ,aclanthology.org,https://aclanthology.org/2025.acl-long.343/,"https://scholar.google.com/scholar?cites=898064691964781236&as_sdt=2005&sciodt=0,5&hl=en"," number of solutions improves LLM performance, we explore  To prepare these datasets for unit test generation, we first  To address this, we utilize execution feedback from the Python ",https://aclanthology.org/2025.acl-long.343.pdf,"https://scholar.google.com/scholar?q=related:tKLhRRSRdgwJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22%7Cchatgpt+%22unit+test+generation%22%7C%22test+case+generation%22%7C%22automated+test+generation%22+java%7Cpython&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String A,EXCLUDE,"IC-P: Bi bo tập trung vào việc sử dụng unit test lm tn hi?u reward cho code generation, không phải tr?ng tìm c?t li là sinh tự động unit test. IC-E: Không c số liệu thực nghiệm và? Branch Coverage ho?c Mutation Score trong abstract.",,
